category,package,group,texture_id,role,family,state_index,embedded_index,width,height,anchor_x,anchor_y,mapping_method,coverage,boundary,match_rmse,source_png,replacement_path
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00016,face_eyes,face_eyes,0,16,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00016_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00016_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00017,face_eyes,face_eyes,1,17,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00017_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00017_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00018,face_eyes,face_eyes,2,18,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00018_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00018_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00019,face_eyes,face_eyes,3,19,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00019_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00019_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00020,face_eyes,face_eyes,4,20,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00020_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00020_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00021,face_eyes,face_eyes,5,21,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00021_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00021_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00022,face_eyes,face_eyes,6,22,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00022_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00022_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00023,face_eyes,face_eyes,7,23,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00023_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00023_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00024,face_eyes,face_eyes,8,24,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00024_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00024_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00025,face_eyes,face_eyes,9,25,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00025_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00025_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00026,face_eyes,face_eyes,10,26,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00026_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00026_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00027,face_eyes,face_eyes,11,27,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00027_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00027_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00028,face_eyes,face_eyes,12,28,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00028_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00028_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00029,face_eyes,face_eyes,13,29,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00029_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00029_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00030,face_eyes,face_eyes,14,30,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00030_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00030_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00031,face_eyes,face_eyes,15,31,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00031_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00031_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00032,face_eyes,face_eyes,16,32,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00032_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00032_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00033,face_eyes,face_eyes,17,33,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00033_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00033_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00034,face_eyes,face_eyes,18,34,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00034_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00034_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00035,face_eyes,face_eyes,19,35,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00035_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00035_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,a3,0x0FBB6F8E/a3/00036,face_eyes,face_eyes,20,36,136,72,191,184,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\a3_00036_136x72_bc7.png,outgame_navigator\0x0FBB6F8E\a3\a3_00036_136x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00000,body,body,0,0,872,960,0,0,canvas,,,,packages\0x0FBB6F8E\png\b1_00000_872x960_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00000_872x960_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00001,mouth,mouth,0,1,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00001_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00001_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00002,mouth,mouth,1,2,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00002_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00002_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00003,mouth,mouth,2,3,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00003_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00003_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00004,mouth,mouth,3,4,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00004_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00004_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00005,mouth,mouth,4,5,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00005_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00005_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00006,mouth,mouth,5,6,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00006_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00006_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00007,face_eyes,face_eyes,0,7,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00007_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00007_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00008,face_eyes,face_eyes,1,8,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00008_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00008_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00009,face_eyes,face_eyes,2,9,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00009_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00009_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00010,face_eyes,face_eyes,3,10,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00010_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00010_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00011,face_eyes,face_eyes,4,11,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00011_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00011_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00012,face_eyes,face_eyes,5,12,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00012_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00012_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00013,face_eyes,face_eyes,6,13,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00013_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00013_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00014,face_eyes,face_eyes,7,14,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00014_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00014_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00015,face_eyes,face_eyes,8,15,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00015_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00015_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00016,face_eyes,face_eyes,9,16,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00016_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00016_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00017,face_eyes,face_eyes,10,17,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00017_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00017_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00018,face_eyes,face_eyes,11,18,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00018_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00018_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00019,face_eyes,face_eyes,12,19,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00019_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00019_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00020,face_eyes,face_eyes,13,20,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00020_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00020_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00021,face_eyes,face_eyes,14,21,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00021_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00021_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00022,face_eyes,face_eyes,15,22,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00022_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00022_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00023,face_eyes,face_eyes,16,23,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00023_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00023_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b1,0x0FBB6F8E/b1/00024,face_eyes,face_eyes,17,24,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b1_00024_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b1\b1_00024_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00000,body,body,0,0,872,960,0,0,canvas,,,,packages\0x0FBB6F8E\png\b2_00000_872x960_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00000_872x960_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00001,mouth,mouth,0,1,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00001_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00001_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00002,mouth,mouth,1,2,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00002_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00002_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00003,mouth,mouth,2,3,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00003_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00003_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00004,mouth,mouth,3,4,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00004_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00004_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00005,mouth,mouth,4,5,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00005_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00005_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00006,mouth,mouth,5,6,40,28,241,259,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00006_40x28_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00006_40x28_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00007,face_eyes,face_eyes,0,7,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00007_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00007_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00008,face_eyes,face_eyes,1,8,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00008_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00008_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00009,face_eyes,face_eyes,2,9,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00009_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00009_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00010,face_eyes,face_eyes,3,10,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00010_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00010_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00011,face_eyes,face_eyes,4,11,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00011_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00011_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00012,face_eyes,face_eyes,5,12,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00012_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00012_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00013,face_eyes,face_eyes,6,13,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00013_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00013_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00014,face_eyes,face_eyes,7,14,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00014_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00014_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00015,face_eyes,face_eyes,8,15,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00015_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00015_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00016,face_eyes,face_eyes,9,16,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00016_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00016_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00017,face_eyes,face_eyes,10,17,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00017_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00017_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00018,face_eyes,face_eyes,11,18,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00018_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00018_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00019,face_eyes,face_eyes,12,19,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00019_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00019_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00020,face_eyes,face_eyes,13,20,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00020_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00020_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00021,face_eyes,face_eyes,14,21,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00021_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00021_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00022,face_eyes,face_eyes,15,22,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00022_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00022_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00023,face_eyes,face_eyes,16,23,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00023_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00023_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,b2,0x0FBB6F8E/b2/00024,face_eyes,face_eyes,17,24,132,72,195,183,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\b2_00024_132x72_bc7.png,outgame_navigator\0x0FBB6F8E\b2\b2_00024_132x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00000,body,body,0,0,872,960,0,0,canvas,,,,packages\0x0FBB6F8E\png\c1_00000_872x960_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00000_872x960_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00001,mouth,mouth,0,1,36,24,252,258,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\c1_00001_36x24_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00001_36x24_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00002,mouth,mouth,1,2,36,24,252,258,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\c1_00002_36x24_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00002_36x24_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00003,mouth,mouth,2,3,36,24,252,258,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\c1_00003_36x24_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00003_36x24_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00004,mouth,mouth,3,4,36,24,252,258,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\c1_00004_36x24_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00004_36x24_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00005,mouth,mouth,4,5,36,24,252,258,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\c1_00005_36x24_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00005_36x24_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00006,mouth,mouth,5,6,36,24,252,258,alpha_gap_rectangle,1.0,1.0,,packages\0x0FBB6F8E\png\c1_00006_36x24_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00006_36x24_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00007,face_eyes,face_eyes,0,7,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00007_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00007_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00008,face_eyes,face_eyes,1,8,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00008_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00008_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00009,face_eyes,face_eyes,2,9,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00009_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00009_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00010,face_eyes,face_eyes,3,10,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00010_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00010_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00011,face_eyes,face_eyes,4,11,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00011_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00011_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00012,face_eyes,face_eyes,5,12,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00012_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00012_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00013,face_eyes,face_eyes,6,13,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00013_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00013_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00014,face_eyes,face_eyes,7,14,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00014_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00014_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00015,face_eyes,face_eyes,8,15,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00015_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00015_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00016,face_eyes,face_eyes,9,16,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00016_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00016_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00017,face_eyes,face_eyes,10,17,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00017_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00017_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c1,0x0FBB6F8E/c1/00018,face_eyes,face_eyes,11,18,124,72,211,182,alpha_gap_rectangle,1.0,0.9209183673469388,,packages\0x0FBB6F8E\png\c1_00018_124x72_bc7.png,outgame_navigator\0x0FBB6F8E\c1\c1_00018_124x72_bc7.png
outgame_navigator,0x0FBB6F8E,c2,0x0FBB6F8E/c2/00000,body,body,0,0,872,960,0,0,canvas,,,,packages\0x0FBB6F8E\png\c2_00000_872x960_bc7.png,outgame_navigator\0x0FBB6F8E\c2\c2_00000_872x960_bc7.png
