category,package,group,status,body_texture_id,body_png,body_width,body_height,overlay_family_count,overlay_texture_count,preview,composition,notes
outgame_navigator,0x253FF7C5,b2,mapped,0x253FF7C5/b2/00000,packages\outgame_navigator\0x253FF7C5\png\b2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x253FF7C5_b2.png,projects\outgame_navigator\0x253FF7C5\b2\composition.json,
outgame_navigator,0x26C3ED3A,a1,mapped,0x26C3ED3A/a1/00000,packages\outgame_navigator\0x26C3ED3A\png\a1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x26C3ED3A_a1.png,projects\outgame_navigator\0x26C3ED3A\a1\composition.json,
outgame_navigator,0x26C3ED3A,a2,mapped,0x26C3ED3A/a2/00000,packages\outgame_navigator\0x26C3ED3A\png\a2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x26C3ED3A_a2.png,projects\outgame_navigator\0x26C3ED3A\a2\composition.json,
outgame_navigator,0x26C3ED3A,b1,mapped,0x26C3ED3A/b1/00000,packages\outgame_navigator\0x26C3ED3A\png\b1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26C3ED3A_b1.png,projects\outgame_navigator\0x26C3ED3A\b1\composition.json,
outgame_navigator,0x26C3ED3A,b2,mapped,0x26C3ED3A/b2/00000,packages\outgame_navigator\0x26C3ED3A\png\b2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26C3ED3A_b2.png,projects\outgame_navigator\0x26C3ED3A\b2\composition.json,
outgame_navigator,0x26C3ED3A,c1,mapped,0x26C3ED3A/c1/00000,packages\outgame_navigator\0x26C3ED3A\png\c1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26C3ED3A_c1.png,projects\outgame_navigator\0x26C3ED3A\c1\composition.json,
outgame_navigator,0x26C3ED3A,c2,mapped,0x26C3ED3A/c2/00000,packages\outgame_navigator\0x26C3ED3A\png\c2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26C3ED3A_c2.png,projects\outgame_navigator\0x26C3ED3A\c2\composition.json,
outgame_navigator,0x26EFFE6A,a1,mapped,0x26EFFE6A/a1/00000,packages\outgame_navigator\0x26EFFE6A\png\a1_00000_872x960_bc7.png,872,960,2,21,previews\outgame_navigator\0x26EFFE6A_a1.png,projects\outgame_navigator\0x26EFFE6A\a1\composition.json,
outgame_navigator,0x26EFFE6A,a2,mapped,0x26EFFE6A/a2/00000,packages\outgame_navigator\0x26EFFE6A\png\a2_00000_872x960_bc7.png,872,960,2,21,previews\outgame_navigator\0x26EFFE6A_a2.png,projects\outgame_navigator\0x26EFFE6A\a2\composition.json,
outgame_navigator,0x26EFFE6A,b1,mapped,0x26EFFE6A/b1/00000,packages\outgame_navigator\0x26EFFE6A\png\b1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26EFFE6A_b1.png,projects\outgame_navigator\0x26EFFE6A\b1\composition.json,
outgame_navigator,0x26EFFE6A,b2,mapped,0x26EFFE6A/b2/00000,packages\outgame_navigator\0x26EFFE6A\png\b2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26EFFE6A_b2.png,projects\outgame_navigator\0x26EFFE6A\b2\composition.json,
outgame_navigator,0x26EFFE6A,c1,mapped,0x26EFFE6A/c1/00000,packages\outgame_navigator\0x26EFFE6A\png\c1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26EFFE6A_c1.png,projects\outgame_navigator\0x26EFFE6A\c1\composition.json,
outgame_navigator,0x26EFFE6A,c2,mapped,0x26EFFE6A/c2/00000,packages\outgame_navigator\0x26EFFE6A\png\c2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26EFFE6A_c2.png,projects\outgame_navigator\0x26EFFE6A\c2\composition.json,
outgame_navigator,0x26EFFE6A,d1,mapped,0x26EFFE6A/d1/00000,packages\outgame_navigator\0x26EFFE6A\png\d1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26EFFE6A_d1.png,projects\outgame_navigator\0x26EFFE6A\d1\composition.json,
outgame_navigator,0x26EFFE6A,d2,mapped,0x26EFFE6A/d2/00000,packages\outgame_navigator\0x26EFFE6A\png\d2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x26EFFE6A_d2.png,projects\outgame_navigator\0x26EFFE6A\d2\composition.json,
combat_portrait,0x27B48427,g00,mapped,0x27B48427/g00/00001,packages\combat_portrait\0x27B48427\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x27B48427_g00.png,projects\combat_portrait\0x27B48427\g00\composition.json,
combat_portrait,0x2808AA2C,g00,mapped,0x2808AA2C/g00/00001,packages\combat_portrait\0x2808AA2C\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2808AA2C_g00.png,projects\combat_portrait\0x2808AA2C\g00\composition.json,
combat_portrait,0x283920BC,g00,mapped,0x283920BC/g00/00001,packages\combat_portrait\0x283920BC\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x283920BC_g00.png,projects\combat_portrait\0x283920BC\g00\composition.json,
combat_portrait,0x290B90E5,g00,mapped,0x290B90E5/g00/00001,packages\combat_portrait\0x290B90E5\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x290B90E5_g00.png,projects\combat_portrait\0x290B90E5\g00\composition.json,
combat_portrait,0x291DB38F,g00,mapped,0x291DB38F/g00/00001,packages\combat_portrait\0x291DB38F\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x291DB38F_g00.png,projects\combat_portrait\0x291DB38F\g00\composition.json,
combat_portrait,0x2934FC57,g00,mapped,0x2934FC57/g00/00001,packages\combat_portrait\0x2934FC57\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2934FC57_g00.png,projects\combat_portrait\0x2934FC57\g00\composition.json,
ingame_navigator,0x2C753EA9,a1,mapped,0x2C753EA9/a1/00000,packages\ingame_navigator\0x2C753EA9\png\a1_00000_260x180_bc7.png,260,180,2,16,previews\ingame_navigator\0x2C753EA9_a1.png,projects\ingame_navigator\0x2C753EA9\a1\composition.json,
combat_portrait,0x2CC216A3,g00,mapped,0x2CC216A3/g00/00001,packages\combat_portrait\0x2CC216A3\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2CC216A3_g00.png,projects\combat_portrait\0x2CC216A3\g00\composition.json,
combat_portrait,0x2DC12C6A,g00,mapped,0x2DC12C6A/g00/00001,packages\combat_portrait\0x2DC12C6A\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2DC12C6A_g00.png,projects\combat_portrait\0x2DC12C6A\g00\composition.json,
combat_portrait,0x2DD70F00,g00,mapped,0x2DD70F00/g00/00001,packages\combat_portrait\0x2DD70F00\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2DD70F00_g00.png,projects\combat_portrait\0x2DD70F00\g00\composition.json,
combat_portrait,0x2DD9E922,g00,mapped,0x2DD9E922/g00/00001,packages\combat_portrait\0x2DD9E922\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2DD9E922_g00.png,projects\combat_portrait\0x2DD9E922\g00\composition.json,
combat_portrait,0x2DE863B2,g00,mapped,0x2DE863B2/g00/00001,packages\combat_portrait\0x2DE863B2\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2DE863B2_g00.png,projects\combat_portrait\0x2DE863B2\g00\composition.json,
ingame_navigator,0x2E40F5C0,a1,mapped,0x2E40F5C0/a1/00000,packages\ingame_navigator\0x2E40F5C0\png\a1_00000_260x180_bc7.png,260,180,2,18,previews\ingame_navigator\0x2E40F5C0_a1.png,projects\ingame_navigator\0x2E40F5C0\a1\composition.json,
combat_portrait,0x2E85D6E7,g00,mapped,0x2E85D6E7/g00/00001,packages\combat_portrait\0x2E85D6E7\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x2E85D6E7_g00.png,projects\combat_portrait\0x2E85D6E7\g00\composition.json,
ingame_navigator,0x2FEFF852,a1,mapped,0x2FEFF852/a1/00000,packages\ingame_navigator\0x2FEFF852\png\a1_00000_260x180_bc7.png,260,180,2,16,previews\ingame_navigator\0x2FEFF852_a1.png,projects\ingame_navigator\0x2FEFF852\a1\composition.json,
combat_portrait,0x30E322A4,g00,mapped,0x30E322A4/g00/00001,packages\combat_portrait\0x30E322A4\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x30E322A4_g00.png,projects\combat_portrait\0x30E322A4\g00\composition.json,
combat_portrait,0x3252568E,g00,mapped,0x3252568E/g00/00001,packages\combat_portrait\0x3252568E\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3252568E_g00.png,projects\combat_portrait\0x3252568E\g00\composition.json,
outgame_navigator,0x33213A23,a1,mapped,0x33213A23/a1/00000,packages\outgame_navigator\0x33213A23\png\a1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x33213A23_a1.png,projects\outgame_navigator\0x33213A23\a1\composition.json,
outgame_navigator,0x33213A23,a2,mapped,0x33213A23/a2/00000,packages\outgame_navigator\0x33213A23\png\a2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x33213A23_a2.png,projects\outgame_navigator\0x33213A23\a2\composition.json,
outgame_navigator,0x33213A23,b1,mapped,0x33213A23/b1/00000,packages\outgame_navigator\0x33213A23\png\b1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x33213A23_b1.png,projects\outgame_navigator\0x33213A23\b1\composition.json,
outgame_navigator,0x33213A23,b2,mapped,0x33213A23/b2/00000,packages\outgame_navigator\0x33213A23\png\b2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x33213A23_b2.png,projects\outgame_navigator\0x33213A23\b2\composition.json,
outgame_navigator,0x33213A23,c1,mapped,0x33213A23/c1/00000,packages\outgame_navigator\0x33213A23\png\c1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x33213A23_c1.png,projects\outgame_navigator\0x33213A23\c1\composition.json,
outgame_navigator,0x33213A23,c2,mapped,0x33213A23/c2/00000,packages\outgame_navigator\0x33213A23\png\c2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x33213A23_c2.png,projects\outgame_navigator\0x33213A23\c2\composition.json,
combat_portrait,0x3347BB39,g00,mapped,0x3347BB39/g00/00001,packages\combat_portrait\0x3347BB39\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3347BB39_g00.png,projects\combat_portrait\0x3347BB39\g00\composition.json,
combat_portrait,0x33519853,g00,mapped,0x33519853/g00/00001,packages\combat_portrait\0x33519853\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x33519853_g00.png,projects\combat_portrait\0x33519853\g00\composition.json,
combat_portrait,0x335F7E71,g00,mapped,0x335F7E71/g00/00001,packages\combat_portrait\0x335F7E71\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x335F7E71_g00.png,projects\combat_portrait\0x335F7E71\g00\composition.json,
combat_portrait,0x336E00F5,g00,mapped,0x336E00F5/g00/00001,packages\combat_portrait\0x336E00F5\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x336E00F5_g00.png,projects\combat_portrait\0x336E00F5\g00\composition.json,
outgame_navigator,0x3375E044,a1,mapped,0x3375E044/a1/00000,packages\outgame_navigator\0x3375E044\png\a1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x3375E044_a1.png,projects\outgame_navigator\0x3375E044\a1\composition.json,
outgame_navigator,0x3375E044,a2,mapped,0x3375E044/a2/00000,packages\outgame_navigator\0x3375E044\png\a2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x3375E044_a2.png,projects\outgame_navigator\0x3375E044\a2\composition.json,
outgame_navigator,0x3375E044,b1,mapped,0x3375E044/b1/00000,packages\outgame_navigator\0x3375E044\png\b1_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x3375E044_b1.png,projects\outgame_navigator\0x3375E044\b1\composition.json,
outgame_navigator,0x3375E044,b2,mapped,0x3375E044/b2/00000,packages\outgame_navigator\0x3375E044\png\b2_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x3375E044_b2.png,projects\outgame_navigator\0x3375E044\b2\composition.json,
outgame_navigator,0x3375E044,b3,mapped,0x3375E044/b3/00000,packages\outgame_navigator\0x3375E044\png\b3_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x3375E044_b3.png,projects\outgame_navigator\0x3375E044\b3\composition.json,
outgame_navigator,0x3375E044,b4,mapped,0x3375E044/b4/00000,packages\outgame_navigator\0x3375E044\png\b4_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x3375E044_b4.png,projects\outgame_navigator\0x3375E044\b4\composition.json,
combat_portrait,0x3378D78B,g00,mapped,0x3378D78B/g00/00001,packages\combat_portrait\0x3378D78B\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3378D78B_g00.png,projects\combat_portrait\0x3378D78B\g00\composition.json,
ingame_navigator,0x34F7FBAA,a1,mapped,0x34F7FBAA/a1/00000,packages\ingame_navigator\0x34F7FBAA\png\a1_00000_260x180_bc7.png,260,180,2,11,previews\ingame_navigator\0x34F7FBAA_a1.png,projects\ingame_navigator\0x34F7FBAA\a1\composition.json,
combat_portrait,0x378D07B6,g00,mapped,0x378D07B6/g00/00001,packages\combat_portrait\0x378D07B6\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x378D07B6_g00.png,projects\combat_portrait\0x378D07B6\g00\composition.json,
combat_portrait,0x379BD0C8,g00,mapped,0x379BD0C8/g00/00001,packages\combat_portrait\0x379BD0C8\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x379BD0C8_g00.png,projects\combat_portrait\0x379BD0C8\g00\composition.json,
combat_portrait,0x37A4486E,g00,mapped,0x37A4486E/g00/00001,packages\combat_portrait\0x37A4486E\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x37A4486E_g00.png,projects\combat_portrait\0x37A4486E\g00\composition.json,
combat_portrait,0x3937EE6C,g00,mapped,0x3937EE6C/g00/00001,packages\combat_portrait\0x3937EE6C\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3937EE6C_g00.png,projects\combat_portrait\0x3937EE6C\g00\composition.json,
ingame_navigator,0x398BFFFC,a1,mapped,0x398BFFFC/a1/00000,packages\ingame_navigator\0x398BFFFC\png\a1_00000_260x180_bc7.png,260,180,2,21,previews\ingame_navigator\0x398BFFFC_a1.png,projects\ingame_navigator\0x398BFFFC\a1\composition.json,
outgame_navigator,0x39FB3F2F,a1,mapped,0x39FB3F2F/a1/00000,packages\outgame_navigator\0x39FB3F2F\png\a1_00000_872x960_bc7.png,872,960,2,22,previews\outgame_navigator\0x39FB3F2F_a1.png,projects\outgame_navigator\0x39FB3F2F\a1\composition.json,
outgame_navigator,0x39FB3F2F,a2,mapped,0x39FB3F2F/a2/00000,packages\outgame_navigator\0x39FB3F2F\png\a2_00000_872x960_bc7.png,872,960,2,22,previews\outgame_navigator\0x39FB3F2F_a2.png,projects\outgame_navigator\0x39FB3F2F\a2\composition.json,
outgame_navigator,0x39FB3F2F,b1,mapped,0x39FB3F2F/b1/00000,packages\outgame_navigator\0x39FB3F2F\png\b1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x39FB3F2F_b1.png,projects\outgame_navigator\0x39FB3F2F\b1\composition.json,
outgame_navigator,0x39FB3F2F,b2,mapped,0x39FB3F2F/b2/00000,packages\outgame_navigator\0x39FB3F2F\png\b2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x39FB3F2F_b2.png,projects\outgame_navigator\0x39FB3F2F\b2\composition.json,
outgame_navigator,0x39FB3F2F,c1,mapped,0x39FB3F2F/c1/00000,packages\outgame_navigator\0x39FB3F2F\png\c1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x39FB3F2F_c1.png,projects\outgame_navigator\0x39FB3F2F\c1\composition.json,
outgame_navigator,0x39FB3F2F,c2,mapped,0x39FB3F2F/c2/00000,packages\outgame_navigator\0x39FB3F2F\png\c2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x39FB3F2F_c2.png,projects\outgame_navigator\0x39FB3F2F\c2\composition.json,
outgame_navigator,0x39FB3F2F,d1,mapped,0x39FB3F2F/d1/00000,packages\outgame_navigator\0x39FB3F2F\png\d1_00000_872x960_bc7.png,872,960,2,4,previews\outgame_navigator\0x39FB3F2F_d1.png,projects\outgame_navigator\0x39FB3F2F\d1\composition.json,
outgame_navigator,0x39FB3F2F,e1,mapped,0x39FB3F2F/e1/00000,packages\outgame_navigator\0x39FB3F2F\png\e1_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x39FB3F2F_e1.png,projects\outgame_navigator\0x39FB3F2F\e1\composition.json,
combat_portrait,0x3A9377F1,g00,mapped,0x3A9377F1/g00/00001,packages\combat_portrait\0x3A9377F1\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3A9377F1_g00.png,projects\combat_portrait\0x3A9377F1\g00\composition.json,
combat_portrait,0x3ABFC531,g00,mapped,0x3ABFC531/g00/00001,packages\combat_portrait\0x3ABFC531\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3ABFC531_g00.png,projects\combat_portrait\0x3ABFC531\g00\composition.json,
ingame_navigator,0x3AD87F03,a1,mapped,0x3AD87F03/a1/00000,packages\ingame_navigator\0x3AD87F03\png\a1_00000_260x180_bc7.png,260,180,2,12,previews\ingame_navigator\0x3AD87F03_a1.png,projects\ingame_navigator\0x3AD87F03\a1\composition.json,
outgame_navigator,0x3B812E1C,a1,mapped,0x3B812E1C/a1/00000,packages\outgame_navigator\0x3B812E1C\png\a1_00000_872x960_bc7.png,872,960,2,9,previews\outgame_navigator\0x3B812E1C_a1.png,projects\outgame_navigator\0x3B812E1C\a1\composition.json,
outgame_navigator,0x3B812E1C,a2,mapped,0x3B812E1C/a2/00000,packages\outgame_navigator\0x3B812E1C\png\a2_00000_872x960_bc7.png,872,960,2,9,previews\outgame_navigator\0x3B812E1C_a2.png,projects\outgame_navigator\0x3B812E1C\a2\composition.json,
outgame_navigator,0x3B812E1C,b1,mapped,0x3B812E1C/b1/00000,packages\outgame_navigator\0x3B812E1C\png\b1_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x3B812E1C_b1.png,projects\outgame_navigator\0x3B812E1C\b1\composition.json,
outgame_navigator,0x3B812E1C,c1,mapped,0x3B812E1C/c1/00000,packages\outgame_navigator\0x3B812E1C\png\c1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x3B812E1C_c1.png,projects\outgame_navigator\0x3B812E1C\c1\composition.json,
outgame_navigator,0x3B812E1C,c2,mapped,0x3B812E1C/c2/00000,packages\outgame_navigator\0x3B812E1C\png\c2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x3B812E1C_c2.png,projects\outgame_navigator\0x3B812E1C\c2\composition.json,
ingame_navigator,0x3B9A9B5A,a1,mapped,0x3B9A9B5A/a1/00000,packages\ingame_navigator\0x3B9A9B5A\png\a1_00000_260x180_bc7.png,260,180,2,24,previews\ingame_navigator\0x3B9A9B5A_a1.png,projects\ingame_navigator\0x3B9A9B5A\a1\composition.json,
combat_portrait,0x3B9EAB1A,g00,mapped,0x3B9EAB1A/g00/00001,packages\combat_portrait\0x3B9EAB1A\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3B9EAB1A_g00.png,projects\combat_portrait\0x3B9EAB1A\g00\composition.json,
combat_portrait,0x3BAADC92,g00,mapped,0x3BAADC92/g00/00001,packages\combat_portrait\0x3BAADC92\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3BAADC92_g00.png,projects\combat_portrait\0x3BAADC92\g00\composition.json,
outgame_navigator,0x3BADFD42,a1,mapped,0x3BADFD42/a1/00000,packages\outgame_navigator\0x3BADFD42\png\a1_00000_872x960_bc7.png,872,960,2,30,previews\outgame_navigator\0x3BADFD42_a1.png,projects\outgame_navigator\0x3BADFD42\a1\composition.json,
outgame_navigator,0x3BADFD42,a2,mapped,0x3BADFD42/a2/00000,packages\outgame_navigator\0x3BADFD42\png\a2_00000_872x960_bc7.png,872,960,2,30,previews\outgame_navigator\0x3BADFD42_a2.png,projects\outgame_navigator\0x3BADFD42\a2\composition.json,
outgame_navigator,0x3BADFD42,a3,mapped,0x3BADFD42/a3/00000,packages\outgame_navigator\0x3BADFD42\png\a3_00000_872x960_bc7.png,872,960,2,30,previews\outgame_navigator\0x3BADFD42_a3.png,projects\outgame_navigator\0x3BADFD42\a3\composition.json,
outgame_navigator,0x3BADFD42,a4,mapped,0x3BADFD42/a4/00000,packages\outgame_navigator\0x3BADFD42\png\a4_00000_872x960_bc7.png,872,960,2,30,previews\outgame_navigator\0x3BADFD42_a4.png,projects\outgame_navigator\0x3BADFD42\a4\composition.json,
outgame_navigator,0x3BADFD42,b1,mapped,0x3BADFD42/b1/00000,packages\outgame_navigator\0x3BADFD42\png\b1_00000_872x960_bc7.png,872,960,0,0,previews\outgame_navigator\0x3BADFD42_b1.png,projects\outgame_navigator\0x3BADFD42\b1\composition.json,
outgame_navigator,0x3BADFD42,c1,mapped,0x3BADFD42/c1/00000,packages\outgame_navigator\0x3BADFD42\png\c1_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x3BADFD42_c1.png,projects\outgame_navigator\0x3BADFD42\c1\composition.json,
outgame_navigator,0x3BADFD42,d1,mapped,0x3BADFD42/d1/00000,packages\outgame_navigator\0x3BADFD42\png\d1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x3BADFD42_d1.png,projects\outgame_navigator\0x3BADFD42\d1\composition.json,
outgame_navigator,0x3BADFD42,e1,mapped,0x3BADFD42/e1/00000,packages\outgame_navigator\0x3BADFD42\png\e1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x3BADFD42_e1.png,projects\outgame_navigator\0x3BADFD42\e1\composition.json,
combat_portrait,0x3BB7E4C2,g00,mapped,0x3BB7E4C2/g00/00001,packages\combat_portrait\0x3BB7E4C2\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3BB7E4C2_g00.png,projects\combat_portrait\0x3BB7E4C2\g00\composition.json,
combat_portrait,0x3BB902E0,g00,mapped,0x3BB902E0/g00/00001,packages\combat_portrait\0x3BB902E0\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3BB902E0_g00.png,projects\combat_portrait\0x3BB902E0\g00\composition.json,
outgame_navigator,0x3CE88D87,a1,mapped,0x3CE88D87/a1/00000,packages\outgame_navigator\0x3CE88D87\png\a1_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x3CE88D87_a1.png,projects\outgame_navigator\0x3CE88D87\a1\composition.json,
outgame_navigator,0x3CE88D87,a2,mapped,0x3CE88D87/a2/00000,packages\outgame_navigator\0x3CE88D87\png\a2_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x3CE88D87_a2.png,projects\outgame_navigator\0x3CE88D87\a2\composition.json,
outgame_navigator,0x3CE88D87,a3,mapped,0x3CE88D87/a3/00000,packages\outgame_navigator\0x3CE88D87\png\a3_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x3CE88D87_a3.png,projects\outgame_navigator\0x3CE88D87\a3\composition.json,
outgame_navigator,0x3CE88D87,b1,mapped,0x3CE88D87/b1/00000,packages\outgame_navigator\0x3CE88D87\png\b1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x3CE88D87_b1.png,projects\outgame_navigator\0x3CE88D87\b1\composition.json,
outgame_navigator,0x3CE88D87,b2,mapped,0x3CE88D87/b2/00000,packages\outgame_navigator\0x3CE88D87\png\b2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x3CE88D87_b2.png,projects\outgame_navigator\0x3CE88D87\b2\composition.json,
outgame_navigator,0x3CE88D87,c1,mapped,0x3CE88D87/c1/00000,packages\outgame_navigator\0x3CE88D87\png\c1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x3CE88D87_c1.png,projects\outgame_navigator\0x3CE88D87\c1\composition.json,
outgame_navigator,0x3CE88D87,c2,mapped,0x3CE88D87/c2/00000,packages\outgame_navigator\0x3CE88D87\png\c2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x3CE88D87_c2.png,projects\outgame_navigator\0x3CE88D87\c2\composition.json,
outgame_navigator,0x3CE88D87,d1,mapped,0x3CE88D87/d1/00000,packages\outgame_navigator\0x3CE88D87\png\d1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x3CE88D87_d1.png,projects\outgame_navigator\0x3CE88D87\d1\composition.json,
combat_portrait,0x3CFE682A,g00,mapped,0x3CFE682A/g00/00001,packages\combat_portrait\0x3CFE682A\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3CFE682A_g00.png,projects\combat_portrait\0x3CFE682A\g00\composition.json,
ingame_navigator,0x3D877AB4,a1,mapped,0x3D877AB4/a1/00000,packages\ingame_navigator\0x3D877AB4\png\a1_00000_260x180_bc7.png,260,180,2,12,previews\ingame_navigator\0x3D877AB4_a1.png,projects\ingame_navigator\0x3D877AB4\a1\composition.json,
outgame_navigator,0x3D905C36,a1,mapped,0x3D905C36/a1/00000,packages\outgame_navigator\0x3D905C36\png\a1_00000_872x960_bc7.png,872,960,2,15,previews\outgame_navigator\0x3D905C36_a1.png,projects\outgame_navigator\0x3D905C36\a1\composition.json,
outgame_navigator,0x3D905C36,a2,mapped,0x3D905C36/a2/00000,packages\outgame_navigator\0x3D905C36\png\a2_00000_872x960_bc7.png,872,960,2,15,previews\outgame_navigator\0x3D905C36_a2.png,projects\outgame_navigator\0x3D905C36\a2\composition.json,
outgame_navigator,0x3D905C36,a3,mapped,0x3D905C36/a3/00000,packages\outgame_navigator\0x3D905C36\png\a3_00000_872x960_bc7.png,872,960,2,15,previews\outgame_navigator\0x3D905C36_a3.png,projects\outgame_navigator\0x3D905C36\a3\composition.json,
outgame_navigator,0x3D905C36,b1,mapped,0x3D905C36/b1/00000,packages\outgame_navigator\0x3D905C36\png\b1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x3D905C36_b1.png,projects\outgame_navigator\0x3D905C36\b1\composition.json,
outgame_navigator,0x3D905C36,b2,mapped,0x3D905C36/b2/00000,packages\outgame_navigator\0x3D905C36\png\b2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x3D905C36_b2.png,projects\outgame_navigator\0x3D905C36\b2\composition.json,
combat_portrait,0x3DC23E51,g00,mapped,0x3DC23E51/g00/00001,packages\combat_portrait\0x3DC23E51\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3DC23E51_g00.png,projects\combat_portrait\0x3DC23E51\g00\composition.json,
combat_portrait,0x3E410E36,g00,mapped,0x3E410E36/g00/00001,packages\combat_portrait\0x3E410E36\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x3E410E36_g00.png,projects\combat_portrait\0x3E410E36\g00\composition.json,
